question,reliable,times_asked,responses,prop_unsure,xgbTree,C5.0,nb,multinom,rf,nnet,dnn,meta,keras-1,keras-2
Would you click on this page when searching for '...'?,TRUE,34,7,0.125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,106,8,0.1111111111111111,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,257,17,0.35294117647058826,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Would you click on this page when searching for '...'?,FALSE,76,7,0.125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,19,2,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,48,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Would you click on this page when searching for '...'?,FALSE,185,28,0.3448275862068966,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,111,28,0.4074074074074074,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,422,87,0.36046511627906974,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,3,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,360,54,0.24074074074074073,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,4,1,0.5,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Would you click on this page when searching for '...'?,FALSE,23,7,0.125,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,7,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,TRUE,30,5,0.6666666666666666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,TRUE,20,5,0.6666666666666666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,TRUE,326,56,0.19642857142857142,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,67,5,0.16666666666666666,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,36,4,0.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,42,8,0.5555555555555556,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,28,8,0.2222222222222222,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,29,1,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,108,18,0.2631578947368421,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,70,12,0.3076923076923077,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,68,10,0.36363636363636365,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,22,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,TRUE,43,3,0.5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,381,94,0.3617021276595745,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,85,4,0.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Would you click on this page when searching for '...'?,FALSE,611,64,0.171875,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,15,7,0.125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,68,25,0.38461538461538464,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,24,3,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,78,13,0.21428571428571427,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,TRUE,55,8,0.375,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,56,6,0.14285714285714285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,65,18,0.15789473684210525,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,TRUE,7,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,83,8,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,TRUE,114,17,0.4117647058823529,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,48,7,0.375,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,86,12,0.3076923076923077,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,67,12,0.5384615384615384,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,22,4,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,15,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,55,14,0.15384615384615385,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,67,10,0.18181818181818182,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Would you click on this page when searching for '...'?,TRUE,6,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,7,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,223,64,0.23076923076923078,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,169,40,0.24390243902439024,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Would you click on this page when searching for '...'?,TRUE,70,18,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,56,9,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,144,25,0.23076923076923078,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,135,35,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,9,3,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,127,46,0.2826086956521739,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,18,7,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,72,16,0.29411764705882354,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,6,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,TRUE,18,2,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,6,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,142,23,0.30434782608695654,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,46,4,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,3,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,4,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,75,10,0.2727272727272727,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,210,18,0.47368421052631576,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Would you click on this page when searching for '...'?,FALSE,160,13,0.3076923076923077,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,18,8,0.2222222222222222,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,81,8,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,12,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,22,2,0.3333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,165,24,0.4166666666666667,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,102,26,0.4444444444444444,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,229,48,0.2708333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,146,18,0.42105263157894735,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,19,5,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,125,20,0.75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,7,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,81,11,0.16666666666666666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,TRUE,234,60,0.31666666666666665,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,83,29,0.1724137931034483,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,82,21,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,75,17,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,104,19,0.2631578947368421,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,222,44,0.37777777777777777,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,25,4,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,27,13,0.21428571428571427,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,9,4,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,TRUE,76,14,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,TRUE,16,5,0.16666666666666666,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,100,25,0.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,17,4,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,119,24,0.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,13,6,0.5714285714285714,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,27,6,0.16666666666666666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,9,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,7,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,18,4,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Would you click on this page when searching for '...'?,FALSE,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,95,11,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,2,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,25,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,36,8,0.1111111111111111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,37,2,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Would you click on this page when searching for '...'?,FALSE,21,5,0.16666666666666666,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Would you click on this page when searching for '...'?,FALSE,21,3,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,31,7,0.375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",FALSE,24,4,0.2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,13,6,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,15,4,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,145,12,0.5384615384615384,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,85,14,0.26666666666666666,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,110,26,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,65,18,0.5555555555555556,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,14,4,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,53,2,0.3333333333333333,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",FALSE,93,19,0.3157894736842105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,7,3,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",FALSE,2,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,14,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If someone searched for '...', would they want to read this article?",FALSE,2,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,3,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,281,53,0.33962264150943394,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,353,54,0.43636363636363634,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",TRUE,39,10,0.18181818181818182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,25,6,0.2857142857142857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",TRUE,61,12,0.23076923076923078,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,66,9,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,46,13,0.35714285714285715,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",TRUE,78,9,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",TRUE,35,11,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,61,18,0.6842105263157895,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,4,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If someone searched for '...', would they want to read this article?",TRUE,36,11,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,14,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,10,4,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,25,5,0.8333333333333334,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",TRUE,2,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If someone searched for '...', would they want to read this article?",TRUE,20,5,0.3333333333333333,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",TRUE,123,15,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,78,18,0.4444444444444444,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,61,9,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",TRUE,28,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"If someone searched for '...', would they want to read this article?",FALSE,4,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,76,13,0.2857142857142857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",FALSE,44,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,90,16,0.3125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,55,6,0.42857142857142855,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,169,35,0.3055555555555556,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,108,12,0.38461538461538464,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,168,39,0.4358974358974359,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,75,6,0.14285714285714285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,183,18,0.3684210526315789,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",FALSE,110,13,0.2857142857142857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",FALSE,130,11,0.4166666666666667,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,60,8,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,84,14,0.26666666666666666,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",FALSE,46,3,0.25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"If someone searched for '...', would they want to read this article?",FALSE,51,11,0.5833333333333334,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"If someone searched for '...', would they want to read this article?",TRUE,27,7,0.625,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
